volatile acidity,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,alcohol,quality,combined acidity
0.69,1.9,0.114,3.0,10.0,0.99636,0.6,9.7,6,0.0
0.715,2.3,0.075,13.0,81.0,0.99688,0.54,9.5,6,5.702400000000001
0.3,1.7,0.062,3.0,9.0,0.9948,0.57,11.5,7,12.001080000000002
0.46,1.9,0.077,28.0,54.0,0.9956,0.64,10.4,6,4.7854
0.46,1.9,0.077,28.0,54.0,0.9956,0.64,10.4,6,4.7854
0.765,2.0,0.084,9.0,22.0,0.99619,0.68,10.9,6,0.0
0.63,2.7,0.096,17.0,69.0,0.99734,0.63,10.2,6,7.9413599999999995
0.42,2.3,0.071,18.0,36.0,0.99476,0.56,10.9,5,4.5087
0.37,1.8,0.09,20.0,47.0,0.99734,0.57,10.5,5,17.7975
0.16,2.5,0.068,17.0,31.0,0.99328,0.54,12.4,6,10.4654
0.6,2.6,0.056,3.0,7.0,0.99286,0.37,13.0,5,2.0608
0.6,4.5,0.068,20.0,110.0,0.99914,1.17,10.2,5,6.929999999999999
0.6,4.5,0.068,20.0,110.0,0.99914,1.17,10.2,5,6.929999999999999
0.74,1.9,0.1,6.0,12.0,0.99521,0.59,11.0,5,0.0
0.635,2.1,0.073,25.0,60.0,0.99638,0.75,10.9,6,2.6978
0.395,2.4,0.056,14.0,28.0,0.99362,0.67,12.4,6,2.7765400000000002
0.755,1.9,0.084,6.0,12.0,0.99672,0.49,9.7,4,0.0
0.635,2.1,0.073,25.0,60.0,0.99638,0.75,10.9,6,2.6978
0.63,4.3,0.093,51.0,77.5,0.99558,0.45,9.5,5,0.0
0.63,4.3,0.093,51.0,77.5,0.99558,0.45,9.5,5,0.0
0.53,2.1,0.064,15.0,29.0,0.99323,0.61,12.1,6,3.3768000000000002
0.6,1.4,0.063,11.0,18.0,0.99191,0.56,12.2,6,0.0
1.58,2.1,0.137,5.0,9.0,0.99476,0.4,10.9,3,0.0
0.645,2.15,0.08,15.0,28.0,0.99444,0.61,12.5,6,0.0
0.86,2.0,0.1,20.0,57.0,0.99598,0.74,11.7,6,1.6884000000000001
0.37,2.1,0.064,4.0,15.0,0.99576,0.8,11.2,6,9.609599999999999
0.28,1.8,0.081,28.0,68.0,0.99501,0.66,11.2,5,11.8272
0.79,2.3,0.087,21.0,68.0,0.9955,0.44,9.2,5,4.97952
0.61,1.9,0.073,24.0,88.0,0.99612,0.53,9.8,5,6.4350000000000005
0.69,2.5,0.088,22.0,91.0,0.9979,0.62,10.1,5,10.212159999999999
0.68,3.9,0.068,15.0,29.0,0.99524,0.52,11.1,4,2.0869199999999997
0.69,2.5,0.088,22.0,91.0,0.9979,0.62,10.1,5,10.212159999999999
0.62,1.4,0.071,27.0,63.0,0.996,0.61,9.2,5,2.296
0.61,1.9,0.073,24.0,88.0,0.99612,0.53,9.8,5,6.4350000000000005
0.51,3.0,0.064,12.0,27.0,0.9929,0.59,12.8,6,3.24675
1.18,1.9,0.083,14.0,41.0,0.99532,0.47,10.5,5,5.611199999999999
0.36,2.3,0.086,20.0,65.0,0.99558,0.54,10.1,6,4.998
0.36,2.4,0.086,24.0,69.0,0.99556,0.53,10.1,6,4.998
0.63,2.0,0.083,17.0,91.0,0.99616,0.58,9.8,6,6.601500000000001
0.74,1.2,0.041,16.0,46.0,0.99258,0.59,12.5,6,0.0
0.44,2.2,0.091,10.0,41.0,0.99638,0.69,11.9,6,14.481720000000003
0.63,2.0,0.083,17.0,91.0,0.99616,0.58,9.8,6,6.601500000000001
0.76,1.7,0.414,18.0,64.0,0.99652,1.33,9.1,6,17.9452
0.66,2.6,0.094,12.0,88.0,0.99796,0.66,10.1,5,10.751479999999999
0.74,1.2,0.041,16.0,46.0,0.99258,0.59,12.5,6,0.0
0.34,1.8,0.058,9.0,18.0,0.99392,0.55,11.4,5,12.15396
0.36,1.8,0.06,21.0,55.0,0.99495,0.82,11.0,7,11.28582
0.46,1.7,0.077,18.0,34.0,0.9948,0.6,10.6,6,5.45112
0.46,1.7,0.077,18.0,34.0,0.9948,0.6,10.6,6,5.45112
0.46,1.7,0.077,18.0,34.0,0.9948,0.6,10.6,6,5.45112
0.46,1.7,0.077,18.0,34.0,0.9948,0.6,10.6,6,5.45112
0.52,1.8,0.073,13.0,38.0,0.9955,0.52,9.3,5,2.3881
0.6,2.1,0.083,17.0,91.0,0.99616,0.56,9.8,6,6.32996
0.6,2.1,0.083,17.0,91.0,0.99616,0.56,9.8,6,6.32996
0.87,3.8,0.107,31.0,67.0,0.99668,0.46,9.2,5,6.61128
0.39,1.7,0.075,6.0,25.0,0.99581,0.43,9.7,6,2.5956
0.775,2.2,0.079,12.0,48.0,0.9976,0.51,9.6,5,6.366359999999999
0.835,2.0,0.166,4.0,11.0,0.99608,0.52,10.0,5,0.0
0.58,2.4,0.069,19.0,40.0,0.99387,0.66,12.6,6,0.44616
0.5,1.4,0.057,15.0,26.0,0.99448,0.45,9.5,5,0.0
0.5,1.4,0.057,15.0,26.0,0.99448,0.45,9.5,5,0.0
0.5,1.4,0.057,15.0,26.0,0.99448,0.45,9.5,5,0.0
0.51,1.7,0.084,13.0,31.0,0.99538,0.54,10.5,6,0.504
0.51,1.7,0.084,13.0,31.0,0.99538,0.54,10.5,6,0.504
0.51,1.7,0.084,13.0,31.0,0.99538,0.54,10.5,6,0.504
0.54,1.7,0.085,17.0,31.0,0.99589,0.51,10.4,6,0.51224
0.51,1.7,0.084,13.0,31.0,0.99538,0.54,10.5,6,0.504
0.42,2.6,0.077,8.0,20.0,0.99852,0.53,11.0,5,17.0568
0.44,2.3,0.063,10.0,28.0,0.99613,0.53,10.2,6,6.395999999999999
0.59,2.1,0.056,5.0,13.0,0.99472,0.56,11.4,5,0.21472
0.655,1.8,0.078,7.0,12.0,0.99587,0.39,9.5,5,0.72144
0.655,1.8,0.078,7.0,12.0,0.99587,0.39,9.5,5,0.72144
0.57,2.8,0.081,21.0,41.0,0.99518,0.52,10.8,5,0.0
0.6,2.0,0.069,32.0,73.0,0.99654,0.57,10.0,5,8.7174
0.62,2.3,0.065,8.0,46.0,0.99332,0.51,11.8,6,0.23904
0.645,1.9,0.086,14.0,57.0,0.9969,0.46,10.3,5,0.7683599999999999
0.645,1.9,0.086,14.0,57.0,0.9969,0.46,10.3,5,0.7683599999999999
0.58,2.3,0.077,7.0,28.0,0.99568,0.52,10.0,5,0.7236
0.32,1.8,0.086,5.0,32.0,0.99464,0.44,10.1,5,5.124
0.34,1.8,0.084,4.0,28.0,0.99464,0.44,10.1,5,5.124
0.43,2.5,0.078,27.0,67.0,0.99648,0.59,11.1,6,6.3072
0.64,5.4,0.168,52.0,98.0,0.99736,0.5,9.5,5,4.12624
0.475,1.4,0.091,6.0,28.0,0.99704,0.65,10.0333333333333,6,14.244799999999998
0.54,2.3,0.112,11.0,38.0,0.99699,0.56,10.9,5,9.24048
0.85,2.5,0.093,13.0,54.0,0.99724,0.54,10.1,5,3.9043200000000007
0.475,1.4,0.091,6.0,28.0,0.99704,0.65,10.0333333333333,6,14.244799999999998
0.83,2.0,0.08,11.0,63.0,0.99652,0.48,9.8,4,7.106400000000001
0.605,1.9,0.096,10.0,31.0,0.995,0.53,11.8,6,0.49824
0.5,2.2,0.115,10.0,42.0,0.9971,0.62,9.5,5,2.23236
0.74,1.7,0.094,10.0,45.0,0.99576,0.5,9.8,5,1.89216
0.54,2.2,0.088,9.0,105.0,0.99725,1.18,10.5,6,6.7275
0.77,2.1,0.079,16.0,74.0,0.99656,0.5,9.8,6,8.3712
0.61,1.6,0.069,4.0,8.0,0.99396,0.37,10.4,4,0.0
0.78,1.7,0.415,12.0,66.0,0.99623,1.17,9.2,5,13.311
0.58,3.1,0.153,5.0,14.0,0.99476,1.03,11.6,6,13.482000000000001
0.78,1.7,0.415,12.0,66.0,0.99623,1.17,9.2,5,13.311
0.75,3.8,0.11,34.0,89.0,0.99664,0.45,9.3,5,6.735960000000001
0.815,1.2,0.267,16.0,29.0,0.99471,0.51,9.8,3,0.0
0.56,2.0,0.083,13.0,100.0,0.99586,0.52,9.9,5,6.10272
0.885,1.4,0.086,7.0,31.0,0.9946,0.46,10.0,5,5.1004
0.49,2.3,0.09,23.0,74.0,0.9953,0.62,12.2,6,5.01592
0.45,2.0,0.078,10.0,28.0,0.99609,0.51,9.9,6,3.5532000000000004
0.57,2.6,0.077,11.0,35.0,0.99557,0.62,10.8,6,0.504
0.57,2.6,0.077,11.0,35.0,0.99557,0.62,10.8,6,0.504
0.83,1.8,0.074,4.0,25.0,0.99534,0.45,9.6,5,2.0685599999999997
0.6,2.1,0.08,25.0,105.0,0.99613,0.49,9.9,5,5.808
0.6,2.1,0.08,25.0,105.0,0.99613,0.49,9.9,5,5.808
0.755,1.8,0.107,20.0,84.0,0.99593,0.5,9.5,5,3.3973499999999994
0.81,3.4,0.076,34.0,85.0,0.99668,0.42,9.2,5,6.38
0.64,1.8,0.1,8.0,23.0,0.9961,0.58,9.6,5,1.7094
0.64,1.8,0.1,8.0,23.0,0.9961,0.58,9.6,5,1.7094
0.64,6.1,0.083,7.0,49.0,0.99718,0.68,10.3,5,6.8541
0.48,2.2,0.08,36.0,111.0,0.99524,0.53,9.7,5,0.4154
0.49,2.3,0.068,15.0,33.0,0.99292,0.59,12.5,6,0.0
0.64,2.4,0.094,5.0,33.0,0.99612,0.58,11.0,5,5.9312000000000005
0.62,1.3,0.07,5.0,12.0,0.9942,0.48,9.8,5,1.3504199999999997
0.52,2.0,0.078,19.0,59.0,0.99612,0.48,10.2,5,6.6
0.57,3.9,0.07,27.0,73.0,0.99669,0.48,9.2,5,2.9747200000000005
0.685,1.6,0.092,3.0,12.0,0.99745,0.65,9.55,6,2.8466
0.675,1.6,0.09,4.0,11.0,0.99745,0.65,9.55,5,2.8796999999999997
0.59,2.0,0.08,17.0,104.0,0.99584,0.52,9.9,5,6.22544
0.6,2.2,0.083,13.0,28.0,0.9966,0.62,10.2,7,2.9568
0.67,2.2,0.068,10.0,24.0,0.9956,0.72,11.1,6,0.0
0.69,2.1,0.08,33.0,141.0,0.9962,0.51,9.9,5,5.39175
0.69,2.1,0.08,33.0,141.0,0.9962,0.51,9.9,5,5.39175
0.3,2.0,0.052,6.0,24.0,0.9963,0.82,11.9,6,10.980479999999998
0.33,1.7,0.061,3.0,13.0,0.996,1.1,10.0,8,7.674480000000001
0.5,2.6,0.082,12.0,46.0,0.9985,0.62,10.7,6,10.701600000000001
0.28,2.0,0.062,18.0,34.0,0.9952,0.9,11.3,7,7.5767999999999995
0.24,5.1,0.062,8.0,22.0,0.9974,0.94,10.9,6,8.977360000000001
0.51,2.1,0.064,40.0,54.0,0.995,0.93,10.7,6,0.0
0.29,2.2,0.048,35.0,53.0,0.995,1.01,12.4,7,9.535319999999999
0.51,2.1,0.064,40.0,54.0,0.995,0.93,10.7,6,0.0
0.96,1.8,0.082,5.0,16.0,0.9936,0.44,11.9,6,0.0
0.47,2.4,0.071,8.0,19.0,0.9963,0.73,10.6,6,9.113600000000002
0.24,5.1,0.062,8.0,22.0,0.9974,0.94,10.9,6,8.977360000000001
0.57,2.0,0.104,12.0,89.0,0.9963,0.9,10.1,5,7.524
0.32,2.2,0.077,3.0,15.0,0.9994,0.78,9.6,5,18.88
0.58,1.6,0.065,8.0,18.0,0.9966,0.84,9.4,5,0.0
0.32,2.2,0.077,3.0,15.0,0.9994,0.78,9.6,5,18.88
0.34,2.5,0.064,21.0,37.0,0.9952,0.77,12.1,7,8.07015
0.53,1.6,0.077,3.0,19.0,0.995,0.46,9.8,5,0.24648
0.64,2.2,0.077,32.0,133.0,0.9956,0.45,9.9,5,5.28759
0.53,1.6,0.077,3.0,19.0,0.995,0.46,9.8,5,0.24648
0.4,1.6,0.079,24.0,58.0,0.9965,0.58,9.4,5,4.5089999999999995
0.54,2.1,0.079,39.0,55.0,0.9956,0.84,11.4,6,0.0
0.53,3.9,0.123,14.0,31.0,0.9968,0.67,11.0,4,2.016
0.26,1.4,0.076,8.0,23.0,0.9974,0.7,9.6,6,10.01146
0.26,1.4,0.076,8.0,23.0,0.9974,0.7,9.6,6,10.01146
0.23,1.8,0.046,23.0,60.0,0.9971,0.71,12.1,6,9.71509
0.41,2.5,0.078,6.0,23.0,0.9957,0.58,11.2,5,8.2764
0.64,1.9,0.072,27.0,55.0,0.9962,0.63,11.0,5,0.0
0.18,2.2,0.049,38.0,67.0,0.996,0.93,11.3,5,10.522800000000002
0.41,1.8,0.066,18.0,47.0,0.9956,0.62,10.4,5,5.98512
0.43,2.1,0.069,13.0,74.0,0.9958,0.54,9.9,6,7.680559999999999
0.44,1.6,0.042,3.0,11.0,0.9944,0.85,11.7,6,0.0
0.4,1.8,0.069,11.0,25.0,0.9955,0.74,10.1,7,3.33792
0.54,15.4,0.214,55.0,95.0,1.00369,0.77,9.0,6,12.00132
0.54,15.4,0.214,55.0,95.0,1.00369,0.77,9.0,6,12.00132
0.38,1.6,0.169,27.0,90.0,0.99914,0.65,8.5,5,11.97
0.915,4.8,0.07,15.0,39.0,0.99577,0.54,11.1,5,6.961159999999999
0.59,1.7,0.052,3.0,8.0,0.996,0.47,10.3,5,0.0
0.67,2.2,0.072,31.0,92.0,0.99566,0.68,11.0666666666667,6,0.48471999999999993
0.37,2.0,0.062,15.0,28.0,0.9947,0.73,11.3,7,7.4419200000000005
0.785,5.2,0.094,19.0,98.0,0.99713,0.52,9.56666666666667,6,4.442960000000001
0.63,1.9,0.078,18.0,30.0,0.99712,0.75,9.8,5,0.4692
0.58,1.75,0.058,8.0,22.0,0.99322,0.49,11.7,5,4.6644
0.67,2.2,0.072,31.0,92.0,0.99566,0.68,11.1,6,0.48471999999999993
0.785,5.2,0.094,19.0,98.0,0.99713,0.52,9.6,6,4.442960000000001
0.63,1.9,0.078,18.0,30.0,0.99712,0.75,9.8,5,0.4692
0.67,1.9,0.08,22.0,39.0,0.99701,0.74,9.7,5,0.0
0.58,1.9,0.08,40.0,54.0,0.99683,0.73,9.7,5,0.2346
0.38,2.0,0.056,15.0,29.0,0.99472,0.76,11.3,8,7.20936
0.37,2.0,0.062,15.0,28.0,0.9947,0.73,11.3,7,7.4419200000000005
0.32,2.7,0.104,8.0,17.0,0.99732,0.78,11.0,7,11.428560000000001
0.58,2.0,0.062,37.0,53.0,0.99374,0.76,11.6,7,0.4422
0.49,1.9,0.074,27.0,85.0,0.99706,0.58,9.0,5,8.55228
0.45,2.2,0.073,7.0,23.0,0.99974,0.69,10.9,6,23.660909999999998
0.9,1.6,0.052,9.0,17.0,0.99467,0.63,10.9,6,0.0
0.54,1.8,0.05,38.0,89.0,0.99236,0.5,10.55,6,1.1879999999999997
0.49,1.9,0.074,27.0,85.0,0.99706,0.58,9.0,5,8.55228
0.29,1.7,0.067,8.0,20.0,0.99603,0.6,10.5,5,11.390400000000001
0.2,1.7,0.054,7.0,15.0,0.99458,0.8,11.9,7,9.1798
0.42,2.3,0.054,34.0,64.0,0.99724,0.68,10.4,6,1.9641600000000001
0.785,2.1,0.06,6.0,13.0,0.99664,0.61,10.0,4,0.0
0.64,2.3,0.075,14.0,31.0,0.99545,0.58,10.4,6,0.6854399999999999
0.63,2.4,0.076,14.0,39.0,0.99522,0.53,10.8,6,0.23046
0.59,1.7,0.063,34.0,53.0,0.9958,0.67,9.7,5,2.3188
0.59,1.7,0.063,34.0,53.0,0.9958,0.67,9.7,5,2.3188
0.48,2.1,0.062,31.0,54.0,0.99728,0.65,10.0,7,7.7088
1.04,2.3,0.067,19.0,32.0,0.99648,0.57,11.0,4,1.88672
0.48,2.1,0.062,31.0,54.0,0.99728,0.65,10.0,7,7.7088
0.98,2.1,0.061,20.0,49.0,0.99705,0.55,9.7,3,1.20815
0.69,1.4,0.084,8.0,24.0,0.99578,0.47,9.7,5,3.1679999999999997
0.7,3.75,0.067,8.0,16.0,0.99334,0.52,12.6,5,1.8384800000000001
0.35,2.6,0.073,23.0,44.0,0.99656,0.79,11.1,6,15.412799999999999
0.6,1.8,0.071,14.0,45.0,0.99336,0.54,11.0,5,1.64944
0.5,13.8,0.205,48.0,82.0,1.00242,0.75,8.8,5,15.642000000000001
0.47,2.2,0.048,16.0,89.0,0.99182,0.88,13.5666666666667,7,2.06382
0.5,13.8,0.205,48.0,82.0,1.00242,0.75,8.8,5,15.642000000000001
0.47,2.2,0.048,16.0,89.0,0.99182,0.88,13.6,7,2.06382
0.875,5.7,0.082,3.0,14.0,0.99808,0.52,10.2,3,1.2069999999999999
0.28,3.0,0.104,10.0,22.0,0.99828,0.68,10.6,5,16.6788
0.62,1.5,0.08,6.0,13.0,0.99498,0.62,10.1,4,0.61488
0.28,3.0,0.104,10.0,22.0,0.99828,0.68,10.6,5,16.6788
0.58,2.1,0.114,3.0,9.0,0.99719,0.57,10.3,4,12.947040000000003
0.33,1.5,0.042,6.0,12.0,0.99542,0.61,10.7,5,11.9394
0.91,2.0,0.06,4.0,11.0,0.99592,0.64,10.9,4,1.4402399999999997
0.655,2.1,0.074,8.0,25.0,0.99606,0.55,9.7,5,3.7744
0.68,2.1,0.07,9.0,23.0,0.99546,0.6,10.3,5,4.826639999999999
0.64,1.9,0.066,9.0,17.0,0.99496,0.78,10.6,5,1.056
0.54,1.7,0.049,5.0,13.0,0.9942,0.58,11.4,5,0.83328
0.57,2.1,0.048,4.0,11.0,0.99448,0.76,10.8,6,2.1328
0.22,1.8,0.039,8.0,18.0,0.99344,0.56,12.4,6,11.793809999999999
0.54,1.7,0.049,5.0,13.0,0.9942,0.58,11.4,5,0.83328
0.65,1.6,0.05,6.0,18.0,0.99348,0.54,11.95,5,1.3280399999999999
0.54,1.9,0.089,23.0,147.0,0.99636,0.59,9.7,5,6.5265200000000005
0.31,1.4,0.066,15.0,28.0,0.99459,0.7,10.0,7,1.9699200000000001
0.43,1.9,0.08,15.0,28.0,0.99492,0.81,10.6,6,0.469
0.54,1.9,0.089,23.0,147.0,0.99636,0.59,9.7,5,6.5265200000000005
0.74,2.3,0.054,7.0,16.0,0.99508,0.63,11.5,6,0.7141500000000001
0.895,2.3,0.068,7.0,13.0,0.99582,0.58,10.8,6,0.93192
0.74,2.3,0.054,7.0,16.0,0.99508,0.63,11.5,6,0.7141500000000001
0.725,1.5,0.076,8.0,15.0,0.99508,0.53,9.6,5,0.978
0.82,4.3,0.083,21.0,64.0,0.99642,0.53,9.4,5,7.147919999999999
0.585,2.4,0.078,15.0,60.0,0.99638,0.54,9.8,5,4.34934
0.44,2.5,0.077,6.0,14.0,0.99555,0.69,11.0,6,8.48718
0.38,2.3,0.106,5.0,12.0,0.99605,0.55,11.4,6,14.363999999999999
0.76,1.8,0.078,6.0,12.0,0.996,0.63,9.95,3,0.4757
0.81,2.0,0.07,6.0,14.0,0.99562,0.66,10.8,6,1.1934
0.38,2.3,0.106,5.0,12.0,0.99605,0.55,11.4,6,14.363999999999999
0.27,2.1,0.074,17.0,25.0,0.99814,0.72,10.6,6,14.398799999999998
0.18,1.8,0.062,7.0,20.0,0.9941,0.7,11.1,5,10.3648
0.36,2.2,0.047,26.0,48.0,0.99661,0.77,9.7,6,4.66368
0.69,2.1,0.068,19.0,27.0,0.99712,0.67,9.8,5,0.97696
0.79,2.2,0.061,11.0,17.0,0.99588,0.65,10.4,6,0.9036799999999999
0.56,1.8,0.078,17.0,65.0,0.99294,0.6,10.5,6,3.1968
0.84,4.1,0.074,16.0,65.0,0.99842,0.72,9.23333333333333,6,5.11497
0.84,4.1,0.074,16.0,65.0,0.99842,0.72,9.25,6,5.11497
0.32,2.3,0.071,23.0,58.0,0.99633,0.97,10.6,5,5.2155
0.53,2.0,0.063,29.0,44.0,0.99489,0.83,10.3,6,1.3181999999999998
0.47,2.2,0.114,7.0,20.0,0.99647,0.63,10.5,5,11.301280000000002
0.7,2.6,0.106,14.0,27.0,0.99665,0.58,10.2,5,1.8163199999999997
0.53,2.0,0.063,29.0,44.0,0.99489,0.83,10.3,6,1.3181999999999998
0.48,1.9,0.082,9.0,23.0,0.99585,0.43,9.05,4,4.6782
0.32,2.3,0.071,23.0,58.0,0.99633,0.97,10.6,5,5.2155
0.48,2.0,0.076,29.0,61.0,0.9953,0.6,10.4,5,5.678
0.42,2.0,0.075,22.0,47.0,0.99522,0.78,10.0,6,3.8646
0.48,2.1,0.064,18.0,34.0,0.99552,0.64,9.7,5,1.78488
0.47,2.2,0.064,18.0,38.0,0.99553,0.65,9.6,6,1.7952
0.53,1.7,0.071,15.0,24.0,0.9951,0.66,10.8,6,1.63513
0.29,2.2,0.096,21.0,59.0,0.99714,0.67,10.1,6,12.81301
0.69,2.1,0.063,42.0,52.0,0.99608,0.6,10.2,6,1.94256
0.44,2.2,0.063,9.0,18.0,0.99444,0.69,11.3,6,2.0314799999999997
0.705,2.8,0.081,13.0,28.0,0.99631,0.66,10.2,5,2.196
0.53,2.0,0.058,18.0,22.0,0.99573,0.68,9.9,6,3.0045600000000006
0.39,1.9,0.074,32.0,84.0,0.99717,0.61,9.0,5,8.136
0.56,2.4,0.064,13.0,29.0,0.99397,0.62,11.7,7,3.1600800000000002
0.55,2.2,0.075,15.0,35.0,0.9959,0.59,9.7,6,3.0576
0.53,1.9,0.077,24.0,45.0,0.99528,0.68,10.3,6,1.7568000000000001
0.58,1.9,0.059,20.0,31.0,0.99484,0.64,10.2,6,1.5120000000000002
0.64,2.5,0.081,15.0,26.0,0.99538,0.63,12.0,5,1.99206
0.39,1.8,0.065,34.0,60.0,0.99714,0.78,9.9,5,7.97184
0.52,4.4,0.071,11.0,32.0,0.99646,0.63,11.6,6,1.7657600000000002
0.25,2.2,0.054,19.0,49.0,0.99666,0.76,10.9,7,7.296399999999999
0.855,1.9,0.064,29.0,38.0,0.99472,0.56,10.75,6,0.4422
0.44,2.2,0.064,14.0,19.0,0.99758,0.57,10.4,6,15.151499999999997
0.37,2.3,0.063,12.0,19.0,0.9955,0.81,11.2,7,11.45004
0.63,1.8,0.059,16.0,28.0,0.99531,0.64,10.1,6,7.2072
0.57,2.0,0.072,17.0,26.0,0.99575,0.61,10.2,5,0.4704
0.6,1.6,0.048,12.0,26.0,0.99306,0.51,12.1,5,2.2365
0.4,2.0,0.099,19.0,50.0,0.99783,0.58,10.4,5,17.36
0.36,1.8,0.074,17.0,24.0,0.99419,0.7,11.4,8,7.192800000000001
0.68,2.3,0.087,17.0,26.0,0.99783,0.53,9.5,5,0.0
0.67,2.3,0.083,18.0,27.0,0.99768,0.54,9.4,5,0.0
0.68,3.7,0.103,32.0,54.0,0.99586,0.66,11.3,6,0.22113
0.735,2.2,0.08,18.0,28.0,0.99765,0.6,9.4,5,0.0
0.855,2.4,0.062,15.0,23.0,0.99627,0.6,11.0,6,0.46728
0.56,1.7,0.065,15.0,24.0,0.99514,0.68,10.55,7,4.0936
0.88,2.2,0.066,12.0,20.0,0.99636,0.56,9.9,5,0.93192
0.855,2.4,0.062,15.0,23.0,0.99627,0.6,11.0,6,0.46728
0.63,6.7,0.235,66.0,115.0,0.99787,0.56,9.5,5,7.331940000000001
0.6,2.0,0.08,31.0,131.0,0.99622,0.52,9.9,5,6.50988
0.6,2.0,0.08,31.0,131.0,0.99622,0.52,9.9,5,6.50988
0.6,2.0,0.08,31.0,131.0,0.99622,0.52,9.9,5,6.50988
0.695,2.0,0.076,12.0,20.0,0.99546,0.54,10.1,5,3.0794400000000004
0.695,2.0,0.076,12.0,20.0,0.99546,0.54,10.1,5,3.0794400000000004
0.695,2.0,0.076,12.0,20.0,0.99546,0.54,10.1,5,3.0794400000000004
0.67,1.9,0.061,26.0,42.0,0.99489,0.82,10.9,6,0.45426000000000005
0.16,2.1,0.059,24.0,52.0,0.99494,0.71,11.2,6,14.32192
0.695,2.0,0.076,12.0,20.0,0.99546,0.54,10.1,5,3.0794400000000004
0.56,1.6,0.077,25.0,42.0,0.99629,0.59,9.2,5,3.0394
0.51,1.9,0.056,15.0,34.0,0.99396,0.57,11.5,6,3.02064
0.36,2.2,0.23,19.0,35.0,0.9934,0.93,12.4,6,11.431040000000001
0.38,2.2,0.038,15.0,25.0,0.99514,0.65,11.1,6,3.0822400000000005
0.69,2.2,0.069,35.0,104.0,0.99632,0.51,9.5,5,7.778880000000001
0.58,2.4,0.075,15.0,50.0,0.99467,0.67,12.5,6,4.296
0.31,13.9,0.074,23.0,92.0,0.99677,0.48,10.5,6,14.807519999999998
0.52,2.2,0.06,12.0,20.0,0.99474,0.64,11.8,6,9.780000000000001
0.3,1.6,0.081,16.0,29.0,0.99588,0.78,10.8,6,16.631999999999998
0.7,5.1,0.076,13.0,27.0,0.99622,0.6,11.9,6,3.2922
0.67,1.8,0.118,13.0,20.0,0.9954,0.67,11.3,6,3.4884
0.56,1.7,0.053,24.0,32.0,0.99402,0.6,11.3,5,1.97532
0.35,2.4,0.068,9.0,26.0,0.9947,0.6,11.9,6,8.20512
0.56,1.7,0.053,24.0,32.0,0.99402,0.6,11.3,5,1.97532
0.715,2.6,0.053,13.0,27.0,0.99362,0.5,11.9,5,2.1776999999999997
0.46,2.1,0.074,32.0,98.0,0.99578,0.62,9.8,5,5.98734
0.32,2.4,0.061,24.0,34.0,0.99484,0.8,11.6,7,9.69892
0.39,2.6,0.066,22.0,48.0,0.99494,0.84,11.5,6,10.4544
0.31,2.4,0.065,34.0,60.0,0.99492,0.85,11.4,6,10.270499999999998
0.61,1.8,0.066,18.0,28.0,0.99483,0.66,10.9,6,2.2649
0.66,2.5,0.068,34.0,102.0,0.99414,0.78,12.8,6,7.769520000000001
0.725,7.8,0.073,29.0,79.0,0.9977,0.54,9.2,5,4.3427999999999995
0.55,1.8,0.077,26.0,35.0,0.99314,0.82,11.6,6,3.1373999999999995
0.74,1.7,0.089,16.0,26.0,0.99402,0.56,11.6,6,1.78362
0.51,2.3,0.076,29.0,40.0,0.99574,0.75,11.0,6,2.80098
0.62,1.9,0.068,28.0,38.0,0.99651,0.82,9.5,6,1.8604800000000001
0.6,2.0,0.09,32.0,44.0,0.9949,0.58,10.5,5,1.7112
0.55,2.2,0.062,39.0,51.0,0.99512,0.76,11.2,6,2.0768
0.51,2.3,0.076,29.0,40.0,0.99574,0.75,11.0,6,2.80098
0.645,2.0,0.075,32.0,44.0,0.99547,0.71,10.2,5,2.52756
0.31,3.6,0.067,18.0,42.0,0.99549,0.66,11.0,6,9.5598
